   ;PAY;CNT;PAY_DATE
3734;130749,6709;126920;22.03.2022
3735;113967,6036;107585;23.03.2022
3736;114247,2602;103440;24.03.2022
3737;108232,6094;94646;25.03.2022
3738;62059,75673;52114;26.03.2022
3739;40525,83545;31691;27.03.2022
3740;58266,61779;44599;28.03.2022
3741;50635,14062;36738;29.03.2022
3742;41309,8073;31901;30.03.2022
3743;42179,18225;31082;31.03.2022
